Serial Number,Title,Director,Cast,id,genres,imdb_id,overview,poster_path,runtime,vote_average,vote_count,combined_features,poster_url
0,kaun pravin tambe?,Jayprad Desai,Shreyas Talpade,946652,Drama,tt18568902,Mumbai-born leg-spinner Pravin Tambe made his debut in professional cricket at the age of 41 in the IPL for Rajasthan Royals in 2013 not having played any international or even first-class cricket before that. The story traces the extraordinary journey of Tambe as he became the oldest debutant - at an age when most cricketers have retired or are on the verge of retirement - a modern-day fable of an underdog who fought against his destiny.,/w6t4nzjbmlGDAYnNvUeo6zxMySC.jpg,2 hrs 13 min,7.3,10,kaun pravin tambe? Drama Mumbai-born leg-spinner Pravin Tambe made his debut in professional cricket at the age of 41 in the IPL for Rajasthan Royals in 2013 not having played any international or even first-class cricket before that. The story traces the extraordinary journey of Tambe as he became the oldest debutant - at an age when most cricketers have retired or are on the verge of retirement - a modern-day fable of an underdog who fought against his destiny. Jayprad Desai,https://image.tmdb.org/t/p/w500/w6t4nzjbmlGDAYnNvUeo6zxMySC.jpg
1,cobalt blue,Sachin Kundalkar,"Prateik Babbar,Neelay Mehendale,Anjali Sivaraman,Neil Bhoopalam,Poornima Indrajith",897097,"Romance,Drama",tt15314640,"When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.",/59CjIDHHvNyiinRwaSIouWnPNrY.jpg,1 hrs 52 min,6.4,18,"cobalt blue Romance,Drama When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family. Sachin Kundalkar",https://image.tmdb.org/t/p/w500/59CjIDHHvNyiinRwaSIouWnPNrY.jpg
2,dasvi,Tushar Jalota,"Abhishek Bachchan,Yami Gautam,Nimrat Kaur",799713,"Drama,Comedy",tt14107554,"Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school while his scheming wife has plans of her own.",/zL40soH0AYoBD5BVNu9U2B98ejD.jpg,2 hrs 7 min,5.4,18,"dasvi Drama,Comedy Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school while his scheming wife has plans of her own. Tushar Jalota",https://image.tmdb.org/t/p/w500/zL40soH0AYoBD5BVNu9U2B98ejD.jpg
3,hurdang,Nikhil Nagesh Bhat,"Sunny Kaushal,Nushrratt Bharuccha,Vijay Varma",809309,"Drama,Romance",tt10919304,"In the 1990s' Allahabad, a brash college student gets drawn into an uproar surrounding a critical bill that will affect India's education system.",/vcsr4oajxfEMYpjxfgrVfJCbczk.jpg,2 hrs 2 min,5,2,"hurdang Drama,Romance In the 1990s' Allahabad, a brash college student gets drawn into an uproar surrounding a critical bill that will affect India's education system. Nikhil Nagesh Bhat",https://image.tmdb.org/t/p/w500/vcsr4oajxfEMYpjxfgrVfJCbczk.jpg
4,jersey,Gowtam Tinnanuri,"Shahid Kapoor,Mrunal Thakur,Pankaj Kapur",679018,Drama,tt5301942,"An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?",/ur2D5MXrwBBymQ7DjG0cOFen2yh.jpg,2 hrs 55 min,7,31,"jersey Drama An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser? Gowtam Tinnanuri",https://image.tmdb.org/t/p/w500/ur2D5MXrwBBymQ7DjG0cOFen2yh.jpg
5,operation romeo,Shashant Shah,"Sidhant Gupta,Vedika Pinto,Sharad Kelkar,Bhumika Chawla,Kishor Kadam",957136,"Drama,Thriller",tt18923048,Aditya Sharma and Neha Kasliwal are in a relationship which finds itself challenged one night when they’re out on a date and get harassed in the dead of the night by two men posing as policemen. Will the night change the course of their relationship?,/qTyR9BDP4OCRMYUhHBYszRpFXE1.jpg,2 hrs 15 min,6.2,5,"operation romeo Drama,Thriller Aditya Sharma and Neha Kasliwal are in a relationship which finds itself challenged one night when they’re out on a date and get harassed in the dead of the night by two men posing as policemen. Will the night change the course of their relationship? Shashant Shah",https://image.tmdb.org/t/p/w500/qTyR9BDP4OCRMYUhHBYszRpFXE1.jpg
6,runway 34,Ajay Devgn,"Amitabh Bachchan,Ajay Devgn,Rakul Preet,Boman Irani",766116,"Thriller,Drama",tt11460992,"A flying prodigy, Captain Vikrant Khanna's flight takes a stirring and mysterious trajectory after take-off from an international destination. Concurrently, it follows the tenacious Narayan Vedant in his pursuit to uncover the truth.",/8RlQEuxeRqHh7sWTRswdUC9kP3H.jpg,2 hrs 21 min,6.5,33,"runway 34 Thriller,Drama A flying prodigy, Captain Vikrant Khanna's flight takes a stirring and mysterious trajectory after take-off from an international destination. Concurrently, it follows the tenacious Narayan Vedant in his pursuit to uncover the truth. Ajay Devgn",https://image.tmdb.org/t/p/w500/8RlQEuxeRqHh7sWTRswdUC9kP3H.jpg
7,heropanti 2,Ahmed Khan,"Tiger Shroff,Nawazuddin Siddiqui,Tara Sutaria",678835,"Action,Drama,Romance",tt11873440,"Babloo is a computer genius and Inaaya is a self-made billionaire. The two fall in love but due to unforeseen circumstances they suddenly part ways as the cybercrime lord, Laila wants him dead.",/cfKTqIwMRYblzesiidC91E1g5Cf.jpg,2 hrs 22 min,4.8,12,"heropanti 2 Action,Drama,Romance Babloo is a computer genius and Inaaya is a self-made billionaire. The two fall in love but due to unforeseen circumstances they suddenly part ways as the cybercrime lord, Laila wants him dead. Ahmed Khan",https://image.tmdb.org/t/p/w500/cfKTqIwMRYblzesiidC91E1g5Cf.jpg
8,mere desh ki dharti,Faraz Haider,"Anupriya Goenka,Anant Vidhaat,Brijendra Kala",913532,"Comedy,Drama",tt12484724,Encompasses the journey of two engineering friends who go on a new adventure in the farming industry.,/53VStqbu6cS6HlfswFsSe4WMOm1.jpg,2 hrs 22 min,7.2,3,"mere desh ki dharti Comedy,Drama Encompasses the journey of two engineering friends who go on a new adventure in the farming industry. Faraz Haider",https://image.tmdb.org/t/p/w500/53VStqbu6cS6HlfswFsSe4WMOm1.jpg
9,thar,Raj Singh Chaudhary,"Anil Kapoor,Harshvardhan Kapoor,Fatima Sana",941596,"Western,Action,Thriller,Drama,Crime",tt14479746,A mysterious stranger arrives in a village situated in the Thar desert and crosses paths with a veteran cop investigating a case of brutal killings.,/2PK1WRr8dOF7FG5G4VCal4GcnPT.jpg,1 hrs 48 min,6.4,22,"thar Western,Action,Thriller,Drama,Crime A mysterious stranger arrives in a village situated in the Thar desert and crosses paths with a veteran cop investigating a case of brutal killings. Raj Singh Chaudhary",https://image.tmdb.org/t/p/w500/2PK1WRr8dOF7FG5G4VCal4GcnPT.jpg
10,jayeshbhai jordaar,Divyang Thakkar,"Ranveer Singh,Shalini Pandey,Boman Irani,Ratna Pathak",678999,"Comedy,Drama",tt10393870,"A non-confrontational Jayesh decides to defy his patriarchal family and flee with his pregnant wife Mudra to save their unborn daughter from foeticide. A screwball, hilarious chase begins as Jayesh's father assembles all his might to nab them. Will this unlikely hero manage to create a safe and equal haven for his daughter?",/dv93VspYwwNPbvdB0AcddhiDrGU.jpg,2 hrs 4 min,5.9,16,"jayeshbhai jordaar Comedy,Drama A non-confrontational Jayesh decides to defy his patriarchal family and flee with his pregnant wife Mudra to save their unborn daughter from foeticide. A screwball, hilarious chase begins as Jayesh's father assembles all his might to nab them. Will this unlikely hero manage to create a safe and equal haven for his daughter? Divyang Thakkar",https://image.tmdb.org/t/p/w500/dv93VspYwwNPbvdB0AcddhiDrGU.jpg
11,bhool bhulaiyaa 2,Anees Bazmee,"Kartik Aaryan,Kiara Advani",695962,"Horror,Comedy",tt6455162,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years.",/fw0oMHiMt9qOuKEJEmzFiCNAnXc.jpg,2 hrs 22 min,6.2,52,"bhool bhulaiyaa 2 Horror,Comedy When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years. Anees Bazmee",https://image.tmdb.org/t/p/w500/fw0oMHiMt9qOuKEJEmzFiCNAnXc.jpg
12,dhaakad,Razy Ghai,"Kangana Ranaut,Arjun Rampal,Divya Dutta",712863,Action,tt10598156,"Special Agent Agni is tasked to find information and eventually, eliminate Rudraveer, an international human trafficker and a coal mafioso. Things turn personal when Agni discovers a truth that connects her to Rudraveer.",/3YWiiujx2WWyM0caULLHca3j6Gu.jpg,2 hrs 11 min,5,9,"dhaakad Action Special Agent Agni is tasked to find information and eventually, eliminate Rudraveer, an international human trafficker and a coal mafioso. Things turn personal when Agni discovers a truth that connects her to Rudraveer. Razy Ghai",https://image.tmdb.org/t/p/w500/3YWiiujx2WWyM0caULLHca3j6Gu.jpg
13,anek,Anubhav Sinha,Ayushmann Khurrana,888268,"Action,Thriller",tt13919802,"Amid the turmoil in northeast India, an undercover agent tasked with peace negotiations crosses paths with a tenacious boxer fighting for her dreams.",/fIHF8WrZpoomx0QSVTe74NeYGUD.jpg,2 hrs 26 min,6.2,18,"anek Action,Thriller Amid the turmoil in northeast India, an undercover agent tasked with peace negotiations crosses paths with a tenacious boxer fighting for her dreams. Anubhav Sinha",https://image.tmdb.org/t/p/w500/fIHF8WrZpoomx0QSVTe74NeYGUD.jpg
14,samrat prithviraj,Chandraprakash Dwivedi,"Akshay Kumar,Sanjay Dutt,Sonu Sood,Manushi Chhillar",611598,"Action,Drama,History",tt9637132,"The true story of legendary Hindu warrior king ""Prithviraj Chauhan"" including his early military successes, love story with Sanyogita & clashes with Muhammad of Ghor, a ruler of the Ghurid dynasty who led the foundation of Muslim rule in the Indian subcontinent.",/itjop20yizH1cwB44tIo5JivPSq.jpg,2 hrs 16 min,7.2,13,"samrat prithviraj Action,Drama,History The true story of legendary Hindu warrior king ""Prithviraj Chauhan"" including his early military successes, love story with Sanyogita & clashes with Muhammad of Ghor, a ruler of the Ghurid dynasty who led the foundation of Muslim rule in the Indian subcontinent. Chandraprakash Dwivedi",https://image.tmdb.org/t/p/w500/itjop20yizH1cwB44tIo5JivPSq.jpg
15,janhit mein jaari,Jai Basantu Singh,Nushrratt Bharuccha,768466,"Comedy,Drama,Romance",tt13534808,"A small-town girl from MP, Manokamna, gets a decent-paying job. But the work requires her to sell condoms. Will she be able to voice her beliefs while balancing her responsibilities and society?",/foCjFsf4D9M4sy2CcoxnD9RHAOq.jpg,2 hrs 26 min,6.8,6,"janhit mein jaari Comedy,Drama,Romance A small-town girl from MP, Manokamna, gets a decent-paying job. But the work requires her to sell condoms. Will she be able to voice her beliefs while balancing her responsibilities and society? Jai Basantu Singh",https://image.tmdb.org/t/p/w500/foCjFsf4D9M4sy2CcoxnD9RHAOq.jpg
16,ardh,Palash Muchhal,"Rajpal Yadav,Rubina Dilaik",945324,"Drama,Comedy",tt20840000,"Shiva struggles to become a mainstream actor in Mumbai despite being a theatre actor. With the help of his wife Madhu, he disguises himself as a transgender and begs for money to survive.",/oLSgNq1rZw9pBxxfNV8fi5lK290.jpg,1 hrs 24 min,8,1,"ardh Drama,Comedy Shiva struggles to become a mainstream actor in Mumbai despite being a theatre actor. With the help of his wife Madhu, he disguises himself as a transgender and begs for money to survive. Palash Muchhal",https://image.tmdb.org/t/p/w500/oLSgNq1rZw9pBxxfNV8fi5lK290.jpg
17,nikamma,Sabbir Khan,"Abhimanyu Dassani,Shirley Setia,Shilpa Shetty",693841,"Action,Comedy",tt10687220,"Nikamma is an action-comedy, which is a remake of 2017 Telugu film film Middle Class Abbayi.",/gm19HSx2qZI67l9qhcNuCjGSznX.jpg,2 hrs 27 min,3.8,4,"nikamma Action,Comedy Nikamma is an action-comedy, which is a remake of 2017 Telugu film film Middle Class Abbayi. Sabbir Khan",https://image.tmdb.org/t/p/w500/gm19HSx2qZI67l9qhcNuCjGSznX.jpg
18,forensic,Vishal Furia,"Vikrant Massey,Radhika Apte,Prachi Desai,Rohit Roy",915867,"Crime,Thriller",tt15121860,Little girls begin to disappear and their bodies are found soon after in the town of Mussoorie. Police officer Megha and forensic officer Johnny join hands to nab the killer.,/bn2sQizEJ0qsntJRvjULsd5vk44.jpg,2 hrs 9 min,4.8,5,"forensic Crime,Thriller Little girls begin to disappear and their bodies are found soon after in the town of Mussoorie. Police officer Megha and forensic officer Johnny join hands to nab the killer. Vishal Furia",https://image.tmdb.org/t/p/w500/bn2sQizEJ0qsntJRvjULsd5vk44.jpg
19,rashtra kavach om,Kapil Verma,"Aditya Roy,Sanjana Sanghi",764928,"Action,Thriller",tt9115574,"Om, a special forces para commando officer, loses his memory while fighting enemies. After recovering from amnesia, Om is on a mission to save the nation from terrorists. As he fights the challenges the mission presents, he learns a shocking truth about his life.",/bvU8hIFMQe1OELPjEoydCITjHTN.jpg,2 hrs 15 min,5.8,4,"rashtra kavach om Action,Thriller Om, a special forces para commando officer, loses his memory while fighting enemies. After recovering from amnesia, Om is on a mission to save the nation from terrorists. As he fights the challenges the mission presents, he learns a shocking truth about his life. Kapil Verma",https://image.tmdb.org/t/p/w500/bvU8hIFMQe1OELPjEoydCITjHTN.jpg
20,hit: the first case,Shailesh Kolanu,"Rajkummar Rao,Sanya Malhotra",887109,"Crime,Mystery,Thriller",tt13130760,"Burdened by old demons, a troubled but brilliant detective sets out to solve two confounding abduction cases — one involving his own girlfriend.",/sKcbVK6QgxUjiHOE2xooRXTH0mz.jpg,2 hrs 16 min,6.4,16,"hit: the first case Crime,Mystery,Thriller Burdened by old demons, a troubled but brilliant detective sets out to solve two confounding abduction cases — one involving his own girlfriend. Shailesh Kolanu",https://image.tmdb.org/t/p/w500/sKcbVK6QgxUjiHOE2xooRXTH0mz.jpg
21,jaadugar,Sameer Saxena,"Jitendra Kumar,Jaaved Jaaferi,Aarushi Sharma",821119,"Comedy,Drama,Romance",tt13793230,A small-time magician with zero interest in football must lead his local team to the finals of a tournament if he wishes to marry the love of his life.,/AmN1EdNRzpwLMzQSPkIFtIVbsxk.jpg,2 hrs 47 min,6.6,17,"jaadugar Comedy,Drama,Romance A small-time magician with zero interest in football must lead his local team to the finals of a tournament if he wishes to marry the love of his life. Sameer Saxena",https://image.tmdb.org/t/p/w500/AmN1EdNRzpwLMzQSPkIFtIVbsxk.jpg
22,judaa hoke bhi,Vikram Bhatt,"Akshay Oberoi,Aindrita Ray,Meherzan Mazda",988988,"Horror,Thriller",tt21237108,"Aman Khanna, a once successful singer, is drowning his life into alcohol, despair and self- destruction after his 6 years old son died in a freak accident. Aman's wife, Meera who has an autobiographical bestseller to her credit is trying to cope with their financial burdens and Aman's lack of responsibility.",/ltbgOdIWarSlIIG2XCeQsLoZaVY.jpg,1 hrs 54 min,0,0,"judaa hoke bhi Horror,Thriller Aman Khanna, a once successful singer, is drowning his life into alcohol, despair and self- destruction after his 6 years old son died in a freak accident. Aman's wife, Meera who has an autobiographical bestseller to her credit is trying to cope with their financial burdens and Aman's lack of responsibility. Vikram Bhatt",https://image.tmdb.org/t/p/w500/ltbgOdIWarSlIIG2XCeQsLoZaVY.jpg
23,shabaash mithu,Srijit Mukherji,Taapsee Pannu,911154,"Drama,History",tt6265050,"From child prodigy to trailblazing captain, Indian women's cricket icon Mithali Raj navigates highs and lows of professional career. A story of a young girl's determination and stance against discrimination, about her spirit, passion, courage, and her dreams.",/s4T4LGIRErWK7bomHFlSJirGZ4T.jpg,2 hrs 36 min,6.3,10,"shabaash mithu Drama,History From child prodigy to trailblazing captain, Indian women's cricket icon Mithali Raj navigates highs and lows of professional career. A story of a young girl's determination and stance against discrimination, about her spirit, passion, courage, and her dreams. Srijit Mukherji",https://image.tmdb.org/t/p/w500/s4T4LGIRErWK7bomHFlSJirGZ4T.jpg
24,shamshera,Karan Malhotra,"Ranbir Kapoor,Sanjay Dutt,Vaani Kapoor",539686,"Action,Drama,Adventure",tt8426926,"Set in the 1800s, the film is about a ""dacoit"" tribe who take charge in fight for their rights and independence against the British.",/rryN6GhaoovO3sM8IEqGyKgCmXf.jpg,2 hrs 38 min,5.5,25,"shamshera Action,Drama,Adventure Set in the 1800s, the film is about a ""dacoit"" tribe who take charge in fight for their rights and independence against the British. Karan Malhotra",https://image.tmdb.org/t/p/w500/rryN6GhaoovO3sM8IEqGyKgCmXf.jpg
25,ek villain returns,Mohit Suri,"John Abraham,Arjun Kapoor,Disha Patani,Tara Sutaria",682401,"Action,Crime,Thriller",tt11947158,"When a singer goes missing amid a serial killing spree, a cabbie and a businessman's son cross paths in a twisted tale where good and evil is blurred.",/amAbP9YbIAlAXHdIon1x8l7aDFT.jpg,2 hrs 7 min,5.3,23,"ek villain returns Action,Crime,Thriller When a singer goes missing amid a serial killing spree, a cabbie and a businessman's son cross paths in a twisted tale where good and evil is blurred. Mohit Suri",https://image.tmdb.org/t/p/w500/amAbP9YbIAlAXHdIon1x8l7aDFT.jpg
26,good luck jerry,Sidharth Sengupta,Janhvi Kapoor,784940,"Comedy,Crime,Drama",tt13825336,"In dire need of money, Jerry gets drawn into the dangerous world of drug trafficking. Things go awry when she decides to quit.",/abcG0hQJVwCdloTTTwrY0jfJ1Em.jpg,1 hrs 58 min,5.4,8,"good luck jerry Comedy,Crime,Drama In dire need of money, Jerry gets drawn into the dangerous world of drug trafficking. Things go awry when she decides to quit. Sidharth Sengupta",https://image.tmdb.org/t/p/w500/abcG0hQJVwCdloTTTwrY0jfJ1Em.jpg
27,darlings,Jasmeet K Reen,"Alia Bhatt,Shefali Shah,Vijay Varma",801526,"Comedy,Crime,Thriller",tt14152140,"Badru hopes her volatile husband will reform if he stops drinking. But when his rage goes too far, she and her mom boldly, albeit clumsily, seek revenge.",/lyA7kXCIAG17hVuvFOxlMmmv31A.jpg,2 hrs 14 min,7.1,38,"darlings Comedy,Crime,Thriller Badru hopes her volatile husband will reform if he stops drinking. But when his rage goes too far, she and her mom boldly, albeit clumsily, seek revenge. Jasmeet K Reen",https://image.tmdb.org/t/p/w500/lyA7kXCIAG17hVuvFOxlMmmv31A.jpg
28,laal singh chaddha,Advait Chandan,"Aamir Khan,Kareena Kapoor,Naga Chaitanya,Mona Singh",601635,"Drama,Romance",tt10028196,"Events in India's history — from the Emergency and the famous Cricket World Cup win to the Punjab riots — unfold from the perspective of an innocent Sikh man Laal Singh Chaddha, a person with a low IQ but high optimism. Laal is able to achieve everything under the sun but his childhood love continues to elude him.",/qqBB1tAi345mXMhLwLJpd7LWLRP.jpg,2 hrs 37 min,6.6,43,"laal singh chaddha Drama,Romance Events in India's history — from the Emergency and the famous Cricket World Cup win to the Punjab riots — unfold from the perspective of an innocent Sikh man Laal Singh Chaddha, a person with a low IQ but high optimism. Laal is able to achieve everything under the sun but his childhood love continues to elude him. Advait Chandan",https://image.tmdb.org/t/p/w500/qqBB1tAi345mXMhLwLJpd7LWLRP.jpg
29,raksha bandhan,Aanand L. Rai,"Akshay Kumar,Bhumi Pednekar",729700,"Comedy,Drama,Family",tt12834962,"Lala Kedarnath is blessed with 4 sisters. But his only worry is to find suitable grooms for each of them, as only then can he marry his childhood love. To what lengths will he go to succeed?",/g2tly6nICUngmNnVH4iRQ75DeDZ.jpg,1 hrs 50 min,7.2,10,"raksha bandhan Comedy,Drama,Family Lala Kedarnath is blessed with 4 sisters. But his only worry is to find suitable grooms for each of them, as only then can he marry his childhood love. To what lengths will he go to succeed? Aanand L. Rai",https://image.tmdb.org/t/p/w500/g2tly6nICUngmNnVH4iRQ75DeDZ.jpg
30,dobaaraa,Anurag Kashyap,"Taapsee Pannu,Pavail Gulati",796207,"Science Fiction,Mystery,Thriller",tt14042066,"In the 1990s, during a wild thunderstorm night, 12-year-old Anay dies in a road accident shortly after he sees his next-door neighbor committing a crime. Twenty-five years later, in a strange turn of events, on an identical stormy night, Antara finds herself in front of a TV set through which she attempts to save Anay’s life but her good deed causes a disturbing chain of unexpected consequences.",/l0Ayozn8O69UEjDvXnT5noIgUJp.jpg,2 hrs 15 min,5.5,14,"dobaaraa Science Fiction,Mystery,Thriller In the 1990s, during a wild thunderstorm night, 12-year-old Anay dies in a road accident shortly after he sees his next-door neighbor committing a crime. Twenty-five years later, in a strange turn of events, on an identical stormy night, Antara finds herself in front of a TV set through which she attempts to save Anay’s life but her good deed causes a disturbing chain of unexpected consequences. Anurag Kashyap",https://image.tmdb.org/t/p/w500/l0Ayozn8O69UEjDvXnT5noIgUJp.jpg
31,holy cow,Sai Kabir,"Sanjay Mishra,Tigmanshu Dhulia,Nawazuddin Siddiqui,Sadiya Siddiqui",988228,"Comedy,Drama",tt9795686,"The story of how Salim's cow, Ruksar, goes missing and he starts searching for it at night.",/4aGHjbHR5wX05GtnlZVEWzkOnJO.jpg,0 hrs 0 min,4,2,"holy cow Comedy,Drama The story of how Salim's cow, Ruksar, goes missing and he starts searching for it at night. Sai Kabir",https://image.tmdb.org/t/p/w500/4aGHjbHR5wX05GtnlZVEWzkOnJO.jpg
32,cuttputlli,Ranjit M Tewari,"Akshay Kumar,Rakul Preet,Chandrachur Singh,Sargun Mehta",956757,"Crime,Mystery,Thriller",tt15315164,"When a small town gets plunged into the nightmare of serial killings, rookie cop Arjan embarks on a chase for the truth and unravels a gruesome conspiracy.",/gVQweL2bdoTlmrVYbcicZQ5VcNP.jpg,2 hrs 14 min,6.1,14,"cuttputlli Crime,Mystery,Thriller When a small town gets plunged into the nightmare of serial killings, rookie cop Arjan embarks on a chase for the truth and unravels a gruesome conspiracy. Ranjit M Tewari",https://image.tmdb.org/t/p/w500/gVQweL2bdoTlmrVYbcicZQ5VcNP.jpg
33,jahaan chaar yaar,Kamal Pandey,"Swara Bhasker,Meher Vij,Pooja Chopra,Shikha Talsania",802793,"Comedy,Drama",tt19289040,"Four dedicated housewives - Shivangi, Mansi, Neha, and Sakhina, whose lives revolve only around their husband and family, decide to escape the suffocating routine life by traveling to Goa for a few days to live life on their terms. They have no idea that their vacation will lead to a series of life-changing events.",/oo5KBgfp8EWzFQGnciNC0RJb2lZ.jpg,2 hrs 10 min,0,0,"jahaan chaar yaar Comedy,Drama Four dedicated housewives - Shivangi, Mansi, Neha, and Sakhina, whose lives revolve only around their husband and family, decide to escape the suffocating routine life by traveling to Goa for a few days to live life on their terms. They have no idea that their vacation will lead to a series of life-changing events. Kamal Pandey",https://image.tmdb.org/t/p/w500/oo5KBgfp8EWzFQGnciNC0RJb2lZ.jpg
34,matto ki saikil,M. Gani,Prakash Jha,743202,"Family,Drama",tt13174734,'Matto Ki Saikal' revolves around the story of a family's struggle to buy a new bicycle and how their lives depend on it.,/jesQxWkdBkv2D5JtvLPTZtpjDEt.jpg,1 hrs 35 min,0,0,"matto ki saikil Family,Drama 'Matto Ki Saikal' revolves around the story of a family's struggle to buy a new bicycle and how their lives depend on it. M. Gani",https://image.tmdb.org/t/p/w500/jesQxWkdBkv2D5JtvLPTZtpjDEt.jpg
35,middle class love,Rantnaa Sinha,"Prit Kamani,Kavya Thapar,Eisha Singh,Manoj Pahwa",1009723,"Comedy,Drama,Romance",tt21613328,"A young college boy is frustrated being in middle-class family setup and finds love the ideal way to get out of it. However, the path to getting rid of the middle-class thinking and probing parents wasn't so easy as it seemed initially, especially when he thought love would save him.",/jzznBJtpYrj4dYXGxuYVZySITSA.jpg,2 hrs 10 min,7,1,"middle class love Comedy,Drama,Romance A young college boy is frustrated being in middle-class family setup and finds love the ideal way to get out of it. However, the path to getting rid of the middle-class thinking and probing parents wasn't so easy as it seemed initially, especially when he thought love would save him. Rantnaa Sinha",https://image.tmdb.org/t/p/w500/jzznBJtpYrj4dYXGxuYVZySITSA.jpg
36,saroj ka rishta,Abhishek Saxena,"Sanah Kapur,Kumud Mishra,Gaurav Pandey,Randeep Rai",1007946,"Drama,Comedy",tt8690140,A Carefree and Confident Girl (Sanah Kapur) of her area who finds Love in Vikram(Randeep Rai).,/yj69QqhUlxRYn5HfE3Q4ZN5qw41.jpg,2 hrs 2 min,0,0,"saroj ka rishta Drama,Comedy A Carefree and Confident Girl (Sanah Kapur) of her area who finds Love in Vikram(Randeep Rai). Abhishek Saxena",https://image.tmdb.org/t/p/w500/yj69QqhUlxRYn5HfE3Q4ZN5qw41.jpg
37,atithi bhooto bhava,Hardik Gajjar,"Jackie Shroff,Pratik Gandhi,Sharmin Segal",788944,"Comedy,Drama",tt13892718,Srikant's life turns upside down when he bumps into a middle-aged ghost who claims to be his grandson from his previous birth. Things take an even more comical turn when the ghost seeks Srikant's help to meet his long-lost love.,/7hdFezTGLhBCmhuM34lbXRwegy4.jpg,1 hrs 53 min,9,2,"atithi bhooto bhava Comedy,Drama Srikant's life turns upside down when he bumps into a middle-aged ghost who claims to be his grandson from his previous birth. Things take an even more comical turn when the ghost seeks Srikant's help to meet his long-lost love. Hardik Gajjar",https://image.tmdb.org/t/p/w500/7hdFezTGLhBCmhuM34lbXRwegy4.jpg
38,dhokha: round d corner,Kookie Gulati,"Aparshakti Khurana,Darshan Kumar,Khushalii Kumar",1005581,"Crime,Thriller",tt10644708,"When a delusional housewife with a personality disorder is taken hostage by a terrorist on the loose and a husband accused of cheating on his wife have their own versions of reality, how do we know who's saying the truth?",/mcNf2j9e5iDWAfLr7pS9uusgXx5.jpg,1 hrs 48 min,5.4,9,"dhokha: round d corner Crime,Thriller When a delusional housewife with a personality disorder is taken hostage by a terrorist on the loose and a husband accused of cheating on his wife have their own versions of reality, how do we know who's saying the truth? Kookie Gulati",https://image.tmdb.org/t/p/w500/mcNf2j9e5iDWAfLr7pS9uusgXx5.jpg
39,plan a plan b,Shashanka Ghosh,"Riteish Deshmukh,Poonam Dhillon,Kusha Kapila",1018220,"Romance,Comedy",tt15238986,"When an earnest matchmaker moves into an office next to a cynical divorce attorney, their bitter conflict is complicated by a growing attraction.",/qVZ7aCYKsoP3vca55znw37LQXUl.jpg,1 hrs 46 min,6.067,15,"plan a plan b Romance,Comedy When an earnest matchmaker moves into an office next to a cynical divorce attorney, their bitter conflict is complicated by a growing attraction. Shashanka Ghosh",https://image.tmdb.org/t/p/w500/qVZ7aCYKsoP3vca55znw37LQXUl.jpg
40,vikram vedha,Pushkar–Gayathri,"Saif Ali,Hrithik Roshan,Radhika Apte",851783,"Action,Crime,Thriller",tt13131350,"Vikram, an honest officer with the Lucknow police, is on a mission to find and eliminate gangster Vedha. However, when Vedha surrenders himself to the police and starts narrating stories to Vikram, it blurs the lines between good and evil. Vedha questions Vikram's righteousness while the latter believes he is fair and just. But is he?",/8L4vvIQvO8viLw8wyi2slQmU2sW.jpg,2 hrs 40 min,7.3,18,"vikram vedha Action,Crime,Thriller Vikram, an honest officer with the Lucknow police, is on a mission to find and eliminate gangster Vedha. However, when Vedha surrenders himself to the police and starts narrating stories to Vikram, it blurs the lines between good and evil. Vedha questions Vikram's righteousness while the latter believes he is fair and just. But is he? Pushkar–Gayathri",https://image.tmdb.org/t/p/w500/8L4vvIQvO8viLw8wyi2slQmU2sW.jpg
41,maja ma,Anand Tiwari,"Madhuri Dixit,Gajraj Rao,Ritwik Bhowmik,Barkha Singh",969797,"Comedy,Romance,Drama",tt19864958,A rumour about a housewife famous for her dancing and cooking threatens to disrupt her middle-class family's life on the eve of her son's engagement.,/vfzBw0g0zKjyCpcTCEQEfq3gy0d.jpg,2 hrs 15 min,5.6,8,"maja ma Comedy,Romance,Drama A rumour about a housewife famous for her dancing and cooking threatens to disrupt her middle-class family's life on the eve of her son's engagement. Anand Tiwari",https://image.tmdb.org/t/p/w500/vfzBw0g0zKjyCpcTCEQEfq3gy0d.jpg
