Serial Number,Title,Director,Cast,id,genres,imdb_id,overview,poster_path,runtime,vote_average,vote_count,combined_features,poster_url
3210,lockout,"James Mather, Stephen St.Leger ","Guy Pearce, Maggie Grace, Peter Stormare, Lennie James, Vincent Regan, Tim Plester, Anne-Solenne Hatte, Yan Dron, Patrick Cauderlier, Milorad Kapor, Bojan Peric, Mark Tankersley",81796,"Action,Thriller,Science Fiction",tt1592525,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",/i5QfNIcg6hc327IWUerea0EczP4.jpg,1 hrs 35 min,5.901,1669,"lockout Action,Thriller,Science Fiction Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison. James Mather, Stephen St.Leger ",https://image.tmdb.org/t/p/w500/i5QfNIcg6hc327IWUerea0EczP4.jpg
3211,the three stooges,"Bobby Farrelly, Peter Farrelly ","Chris Diamantopoulos, Sean Hayes, Will Sasso, Jane Lynch, Larry David, Stephen Collins, Sofía Vergara, Jennifer Hudson, Craig Bierko, Kirby Heyborne, Emy Coligado, Avalon Robbins, Max Charles, Brian Doyle-Murray, Lin Shaye, Carly Craig, Kate Upton, Marianne Leone, Robert Capron, Skyler Gisondo, Isaiah Mustafa, Nicole ""Snooki"" Polizzi, Mike ""The Situation"" Sorrentino, Jennifer ""JWoww"" Farley, Ronnie Ortiz-Magro, Sammi ""Sweetheart"" Giancola, Dwight Howard, Antonio Sabàto Jr., Lance Chantiles-Wertz",76489,Comedy,tt0383010,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",/b0nNQCL90RGTwjxLEFsFFLQZKNe.jpg,1 hrs 32 min,5.8,498,"the three stooges Comedy While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show. Bobby Farrelly, Peter Farrelly ",https://image.tmdb.org/t/p/w500/b0nNQCL90RGTwjxLEFsFFLQZKNe.jpg
3212,chimpanzee,"Alastair Fothergill, Mark Linfield ",Tim Allen (narrator),72334,Documentary,tt1222815,A nature documentary centered on a family of chimps living in the Ivory Coast and Ugandan rain forests.,/3aaXncHqPrlekc0SyY4OlJ6i3tU.jpg,1 hrs 18 min,7,102,"chimpanzee Documentary A nature documentary centered on a family of chimps living in the Ivory Coast and Ugandan rain forests. Alastair Fothergill, Mark Linfield ",https://image.tmdb.org/t/p/w500/3aaXncHqPrlekc0SyY4OlJ6i3tU.jpg
3213,the lucky one,Scott Hicks ,"Zac Efron, Taylor Schilling, Jay R. Ferguson, Riley Thomas Stewart, Adam LeFevre, Blythe Danner",77877,"Drama,Romance",tt1327194,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,/vK3A2i5dPCSB4vYBMcDZzm8DfRd.jpg,1 hrs 41 min,7.118,3363,"the lucky one Drama,Romance A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war. Scott Hicks ",https://image.tmdb.org/t/p/w500/vK3A2i5dPCSB4vYBMcDZzm8DfRd.jpg
3214,think like a man,Tim Story ,"Kevin Hart, Michael Ealy, Taraji P. Henson, Jerry Ferrara, Meagan Good, Regina Hall, Terrence J, Jenifer Lewis, Romany Malco, Gary Owen, Gabrielle Union, Steve Harvey, Wendy Williams, Chris Brown, Keri Hilson, La La Anthony, Morris Chestnut, Arielle Kebbel, Kelly Rowland, Sherri Shepherd, Tika Sumpter, Tony Rock, Luenell, Jessica Camacho, Matt Colton, J. Anthony Brown, Matt Barnes, Shannon Brown, Rasual Butler, Darren Collison, Lisa Leslie, Metta World Peace",67660,"Comedy,Romance",tt1621045,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg,2 hrs 2 min,6.9,776,"think like a man Comedy,Romance The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage. Tim Story ",https://image.tmdb.org/t/p/w500/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg
3215,darling companion,Lawrence Kasdan ,"Kevin Kline, Diane Keaton, Richard Jenkins, Elisabeth Moss, Mark Duplass, Dianne Wiest, Sam Shepard, Ayelet Zurer, Jay Ali",89325,"Drama,Romance",tt1730687,The story of a woman who loves her dog more than her husband. And then her husband loses the dog.,/wqlUsjcu874Ja9iOpWin2APUxCj.jpg,1 hrs 43 min,5,84,"darling companion Drama,Romance The story of a woman who loves her dog more than her husband. And then her husband loses the dog. Lawrence Kasdan ",https://image.tmdb.org/t/p/w500/wqlUsjcu874Ja9iOpWin2APUxCj.jpg
3216,jesus henry christ,Dennis Lee ,"Toni Collette, Michael Sheen, Jason Spevack, Samantha Weinstein",96973,"Comedy,Family",tt1393742,"At the age of ten, Henry James Hermin, a boy who was conceived in a petri-dish and raised by his feminist mother, follows a string of Post-It notes in hopes of finding his biological father.",/h6Ji4ZQ3jh14n851K5jq8erqHiH.jpg,1 hrs 32 min,6.3,101,"jesus henry christ Comedy,Family At the age of ten, Henry James Hermin, a boy who was conceived in a petri-dish and raised by his feminist mother, follows a string of Post-It notes in hopes of finding his biological father. Dennis Lee ",https://image.tmdb.org/t/p/w500/h6Ji4ZQ3jh14n851K5jq8erqHiH.jpg
3217,marley,Kevin Macdonald ,Bob Marley,90125,"Music,Documentary",tt1183919,"Bob Marley's universal appeal, impact on music history and role as a social and political prophet is both unique and unparalleled. Directed by Academy Award-winning director Kevin Macdonald (The Last King of Scotland), MARLEY is the definitive life story of the musician, revolutionary, and legend, from his early days to his rise to international superstardom. Made with the support of the Marley family, the film features rare footage, incredible performances and revelatory interviews with the people that knew him best.",/sL12SuW486PvLQIboVJOMx1AsmS.jpg,2 hrs 24 min,7.6,227,"marley Music,Documentary Bob Marley's universal appeal, impact on music history and role as a social and political prophet is both unique and unparalleled. Directed by Academy Award-winning director Kevin Macdonald (The Last King of Scotland), MARLEY is the definitive life story of the musician, revolutionary, and legend, from his early days to his rise to international superstardom. Made with the support of the Marley family, the film features rare footage, incredible performances and revelatory interviews with the people that knew him best. Kevin Macdonald ",https://image.tmdb.org/t/p/w500/sL12SuW486PvLQIboVJOMx1AsmS.jpg
3218,the five-year engagement,Nicholas Stoller ,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie, Rhys Ifans, Mimi Kennedy, David Paymer, Jacki Weaver, Jim Piddock, Jane Carr, Michael Ensign, Mindy Kaling, Adam Campbell, Kevin Hart, Randall Park, Brian Posehn, Chris Parnell, Lauren Weedman, Tracee Chimo, Dakota Johnson, Tim Heidecker, Kumail Nanjiani, Gerry Bednob, Molly Shannon, Da'Vone McDonald",72207,"Comedy,Romance",tt1195478,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",/drsY910CSoSkROYypNVwUxI875T.jpg,2 hrs 4 min,5.8,1217,"the five-year engagement Comedy,Romance Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle. Nicholas Stoller ",https://image.tmdb.org/t/p/w500/drsY910CSoSkROYypNVwUxI875T.jpg
3219,the pirates! in an adventure with scientists!,"Peter Lord, Jeff Newitt ","Hugh Grant, Salma Hayek, Jeremy Piven, Imelda Staunton, David Tennant, Martin Freeman, Lenny Henry, Brendan Gleeson, Brian Blessed, Anton Yelchin, Ashley Jensen, Al Roker, Mike Cooper, David Schneider",72197,"Animation,Adventure,Family,Comedy",tt1430626,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",/bkLeXPDP6sramrTiF5W7TzUl4t0.jpg,1 hrs 28 min,6.427,954,"the pirates! in an adventure with scientists! Animation,Adventure,Family,Comedy The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure! Peter Lord, Jeff Newitt ",https://image.tmdb.org/t/p/w500/bkLeXPDP6sramrTiF5W7TzUl4t0.jpg
3220,the raven,James McTeigue ,"John Cusack, Alice Eve, Luke Evans, Brendan Gleeson, Oliver Jackson-Cohen, Jimmy Yuill, Kevin McNally, Sam Hazeldine, Pam Ferris, John Warnaby, Brendan Coyle",70436,"Crime,Thriller,Mystery",tt1486192,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",/boE0JFhZRpWLLrKOQE6bCBZGerP.jpg,1 hrs 51 min,6.3,1212,"the raven Crime,Thriller,Mystery A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories. James McTeigue ",https://image.tmdb.org/t/p/w500/boE0JFhZRpWLLrKOQE6bCBZGerP.jpg
3221,safe,Boaz Yakin ,"Jason Statham, Catherine Chan, Chris Sarandon, Anson Mount, Robert John Burke, James Hong, Reggie Lee, Sándor Técsy, Joseph Sikora, Danny Hoch, Matt O'Toole",72387,"Action,Crime,Thriller",tt1656190,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",/kOCpkoMUVae9UIf85gO71SyjLbW.jpg,1 hrs 34 min,6.5,2173,"safe Action,Crime,Thriller After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police. Boaz Yakin ",https://image.tmdb.org/t/p/w500/kOCpkoMUVae9UIf85gO71SyjLbW.jpg
3222,the avengers,Joss Whedon ,"Robert Downey Jr., Chris Evans, Chris Hemsworth, Mark Ruffalo, Jeremy Renner, Scarlett Johansson, Tom Hiddleston, Samuel L. Jackson, Stellan Skarsgård, Cobie Smulders, Clark Gregg, Gwyneth Paltrow, Maximiliano Hernández, Paul Bettany, Alexis Denisof, Damion Poitier, Powers Boothe, Jenny Agutter, Stan Lee, Harry Dean Stanton, Jerzy Skolimowski, Warren Kole, Enver Gjokaj",24428,"Science Fiction,Action,Adventure",tt0848228,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,2 hrs 23 min,7.7,28752,"the avengers Science Fiction,Action,Adventure When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins! Joss Whedon ",https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
3223,dark shadows,Tim Burton ,"Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Eva Green, Jackie Earle Haley, Bella Heathcote, Chloë Grace Moretz, Jonny Lee Miller, Gulliver McGrath, Christopher Lee, Alice Cooper, William Hope, Ivan Kaye, Raffey Cassidy, Ray Shirley, Susanna Cappellaro, Guy Flanagan, Sophie Kennedy Clark, Hannah Murray, Shane Rimmer, Jonathan Frid, Lara Parker, David Selby, Kathryn Leigh Scott",62213,"Comedy,Fantasy",tt1077368,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,/eteQ3gyMpA0oiWcYX4XoXGry0cB.jpg,1 hrs 53 min,6,6657,"dark shadows Comedy,Fantasy Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin. Tim Burton ",https://image.tmdb.org/t/p/w500/eteQ3gyMpA0oiWcYX4XoXGry0cB.jpg
3224,the dictator,Larry Charles ,"Sacha Baron Cohen, Ben Kingsley, Anna Faris, Megan Fox, John C. Reilly, J.B. Smoove, Jason Mantzoukas, Bobby Lee, Sayed Badreya, Adeel Akhtar, Fred Armisen, Edward Norton, Adam LeFevre, Busty Heart, Chris Elliott, Garry Shandling, Chris Parnell, Aasif Mandvi, Rizwan Manji, Horatio Sanz, Fred Melamed, Joey Slotnick, Jessica St. Clair, Kathryn Hahn, Anna Katarina, Kevin Corrigan, Sondra James, Jon Glaser, Nasim Pedrad",76493,Comedy,tt1645170,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,1 hrs 23 min,6.169,5298,the dictator Comedy The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed. Larry Charles ,https://image.tmdb.org/t/p/w500/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg
3225,battleship,Peter Berg ,"Alexander Skarsgård, Taylor Kitsch, Brooklyn Decker, Rihanna, Liam Neeson, Asano Tadanobu, Peter MacNicol, Hamish Linklater, Jesse Plemons, Jerry Ferrara, Robin Atkin Downes, John Tui, Gregory D. Gadson, Adam Godley, Stephen Bishop, Josh Pence, Rami Malek, Louis Lombardi, Gary Grubbs, Peter Berg, Bill Stinchcomb, Joe Chrest, Billy Slaughter, Griff Furst, Michelle Arthur, Jackie Johnson, Zach Selwyn, Ray Mabus, John Bell, Adrian Bellani",44833,"Thriller,Action,Adventure,Science Fiction",tt1440129,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,2 hrs 11 min,5.803,5031,"battleship Thriller,Action,Adventure,Science Fiction When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him. Peter Berg ",https://image.tmdb.org/t/p/w500/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg
3226,what to expect when you're expecting,Kirk Jones ,"Cameron Diaz, Jennifer Lopez, Brooklyn Decker, Elizabeth Banks, Anna Kendrick, Chace Crawford, Matthew Morrison, Dennis Quaid, Chris Rock, Rodrigo Santoro, Ben Falcone, Joe Manganiello, Thomas Lennon, Rob Huebel, Amir Talai, Rebel Wilson, Wendi McLendon-Covey, Dwyane Wade, Whitney Port, Megan Mullally, Kim Fields, Jesse Burch, Mimi Gianopulos, Genesis Rodriguez",76494,"Romance,Comedy,Drama",tt1586265,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",/WlaRQOeoUfKntGmNsuZDu3r6h6.jpg,1 hrs 50 min,6,1674,"what to expect when you're expecting Romance,Comedy,Drama Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners. Kirk Jones ",https://image.tmdb.org/t/p/w500/WlaRQOeoUfKntGmNsuZDu3r6h6.jpg
3227,crooked arrows,Steve Rash ,"Brandon Routh, Gil Birmingham",106135,Drama,tt1954352,A native-American lacrosse team makes its way through a prep school league tournament.,/7U4h600YDepnrTOwa2MmQgYi8lN.jpg,1 hrs 35 min,6.3,38,crooked arrows Drama A native-American lacrosse team makes its way through a prep school league tournament. Steve Rash ,https://image.tmdb.org/t/p/w500/7U4h600YDepnrTOwa2MmQgYi8lN.jpg
3228,entrance,"Patrick Horvath, Dallas Hallam ",Suziey Block,85646,"Drama,Horror,Thriller",tt1918806,"ENTRANCE is about the limits of our perception, how the things lurking on the periphery of our lives can lead to horrific conclusions; about how she fell out of love with the city, but it wouldn't let her go.",/bpsMVtUZ58bPpI9U34E1pOgin5v.jpg,1 hrs 23 min,4,13,"entrance Drama,Horror,Thriller ENTRANCE is about the limits of our perception, how the things lurking on the periphery of our lives can lead to horrific conclusions; about how she fell out of love with the city, but it wouldn't let her go. Patrick Horvath, Dallas Hallam ",https://image.tmdb.org/t/p/w500/bpsMVtUZ58bPpI9U34E1pOgin5v.jpg
3229,mansome,Morgan Spurlock ,"Will Arnett, Jason Bateman, Adam Carolla, Paul Rudd, Zach Galifianakis",104155,Documentary,tt2294729,"From America's greatest beardsman, to Morgan Spurlock's own mustache, Executive Producers Will Arnett, Jason Bateman and Ben Silverman bring us a hilarious look at men's identity in the 21st century. Models, actors, experts and comedians weigh in on what it is to be a man in a world where the definition of masculinity has become as diverse as a hipster's facial hair in Williamsburg. The hilarious follicles of men's idiosyncratic grooming habits are thoroughly combed over as men finally take a long hard look in the mirror.",/n5RN51ngQvJatdI5ypGF6x7nZdi.jpg,1 hrs 24 min,4.9,61,"mansome Documentary From America's greatest beardsman, to Morgan Spurlock's own mustache, Executive Producers Will Arnett, Jason Bateman and Ben Silverman bring us a hilarious look at men's identity in the 21st century. Models, actors, experts and comedians weigh in on what it is to be a man in a world where the definition of masculinity has become as diverse as a hipster's facial hair in Williamsburg. The hilarious follicles of men's idiosyncratic grooming habits are thoroughly combed over as men finally take a long hard look in the mirror. Morgan Spurlock ",https://image.tmdb.org/t/p/w500/n5RN51ngQvJatdI5ypGF6x7nZdi.jpg
3230,chernobyl diaries,Bradley Parker ,"Jonathan Sadowski, Devin Kelley, Jesse McCartney, Olivia Taylor Dudley, Nathan Phillips, Ingrid Bolsø Berdal, Dimitri Diatchenko, Miloš Timotijević, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",93856,"Horror,Thriller",tt1991245,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide' who, ignoring warnings, takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but now a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",/9AKhThGA8IATBy3gR7I4dw9SEc4.jpg,1 hrs 28 min,5.242,1437,"chernobyl diaries Horror,Thriller A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide' who, ignoring warnings, takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but now a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone. Bradley Parker ",https://image.tmdb.org/t/p/w500/9AKhThGA8IATBy3gR7I4dw9SEc4.jpg
3231,men in black 3,Barry Sonnenfeld ,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson, Alice Eve, Michael Stuhlbarg, Nicole Scherzinger, David Rasche, Mike Colter, Michael Chernus, Keone Young, Bill Hader, Lenny Venito, David Pittu, Lanny Flaherty, Barry Sonnenfeld, Justin Bieber, Lady Gaga, Yao Ming, Tim Burton, Rick Baker, Will Arnett, Kevin Covais, Bill Gates, Jada Pinkett Smith, Tony Shalhoub, Howard Stern, Rip Torn, Bo Welch, Steve Witting, Tim Blaney, Brad Abrell, Thom Fountain, Carl J. Johnson",41154,"Action,Comedy,Science Fiction",tt1409024,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",/90DdoEStzeObs96fsYf4GG544iN.jpg,1 hrs 46 min,6.506,9497,"men in black 3 Action,Comedy,Science Fiction Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind. Barry Sonnenfeld ",https://image.tmdb.org/t/p/w500/90DdoEStzeObs96fsYf4GG544iN.jpg
3232,moonrise kingdom,Wes Anderson ,"Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Jason Schwartzman, Tilda Swinton, Larry Pine, Marianna Bassham, Neal Huff, Eric Chase Anderson, Harvey Keitel, Bob Balaban",83666,"Comedy,Drama,Romance",tt1748122,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",/xrziXRHRQ7c7YLIehgSJY8GQBsx.jpg,1 hrs 34 min,7.7,5341,"moonrise kingdom Comedy,Drama,Romance Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle. Wes Anderson ",https://image.tmdb.org/t/p/w500/xrziXRHRQ7c7YLIehgSJY8GQBsx.jpg
3233,hemingway & gellhorn,Philip Kaufman ,"Nicole Kidman, Clive Owen, David Strathairn, Molly Parker, Parker Posey, Rodrigo Santoro, Mark Pellegrino, Peter Coyote, Lars Ulrich, Robert Duvall, Tony Shalhoub, Jeffrey Jones, Santiago Cabrera, Diane Baker, Steven Wiig, Keone Young, Joan Chen, Ivonne Coll, Saverio Guerra, Remy Auberjonois, Anthony Brandon Wong, Geoff Callan, Bubba Lewis, Brooke Adams, Monica Barbaro, Hélène Cardona, Connie Nielsen, Leonard Apeltsin, Aitor Inarra, Malcolm Brownson",111839,"Drama,Romance,TV Movie",tt0423455,Writer Ernest Hemingway begins a romance with fellow scribe Martha Gellhorn.,/b3fdkG3S8z6ibGOIVZYWvQlZPl0.jpg,2 hrs 35 min,6,153,"hemingway & gellhorn Drama,Romance,TV Movie Writer Ernest Hemingway begins a romance with fellow scribe Martha Gellhorn. Philip Kaufman ",https://image.tmdb.org/t/p/w500/b3fdkG3S8z6ibGOIVZYWvQlZPl0.jpg
3234,snow white and the huntsman,Rupert Sanders ,"Charlize Theron, Kristen Stewart, Chris Hemsworth, Sam Spruell, Ian McShane, Bob Hoskins, Ray Winstone, Eddie Marsan, Sam Claflin, Nick Frost, Toby Jones, Brian Gleeson, Vincent Regan, Raffey Cassidy, Lily Cole, Noah Huntley, Liberty Ross, Chris Obi, Rachael Stirling, Hattie Gotobed, Greg Hicks, Peter Ferdinando, Anastasia Hille, Matt Berry, Johnny Harris, Izzy Meikle-Small",58595,"Adventure,Fantasy,Drama",tt1735898,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",/8yKdQHaqOo1lkaErmqMuYFespYI.jpg,2 hrs 7 min,5.975,7410,"snow white and the huntsman Adventure,Fantasy,Drama After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest. Rupert Sanders ",https://image.tmdb.org/t/p/w500/8yKdQHaqOo1lkaErmqMuYFespYI.jpg
3235,piranha 3dd,John Gulager ,"Danielle Panabaker, Matt Bush, Chris Zylka, David Koechner, Meagan Tandy, Paul James Jordan, Jean-Luc Bilodeau, Héctor Jiménez, Adrian Martinez, Clu Gulager, Gary Busey, Katrina Bowden, Christopher Lloyd, Ving Rhames, Paul Scheer, David Hasselhoff",71668,"Horror,Thriller,Comedy",tt1714203,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",/mv2Ej9WPVWivNvtMTTxgb07c7N9.jpg,1 hrs 23 min,4.3,911,"piranha 3dd Horror,Thriller,Comedy After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park. John Gulager ",https://image.tmdb.org/t/p/w500/mv2Ej9WPVWivNvtMTTxgb07c7N9.jpg
3236,madagascar 3: europe's most wanted,"Eric Darnell (director/screenplay); Tom McGrath, Conrad Vernon ","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Martin Short, Bryan Cranston, Chris Miller, Christopher Knights, John DiMaggio, Frank Welker, Paz Vega, Conrad Vernon, Vinnie Jones, Steve Jones, Nick Fletcher, Eric Darnell, Dan O'Connor, Danny Jacobs",80321,"Animation,Family,Comedy,Adventure",tt1277953,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",/ekraj4ksvIKeuvQVEevEJkuybZd.jpg,1 hrs 33 min,6.6,5557,"madagascar 3: europe's most wanted Animation,Family,Comedy,Adventure Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus. Eric Darnell (director/screenplay); Tom McGrath, Conrad Vernon ",https://image.tmdb.org/t/p/w500/ekraj4ksvIKeuvQVEevEJkuybZd.jpg
